,trackID,trackTitle,artistName,trackPopularity,releaseDate,artistFollowers,topGenre1,topGenre2,artistID,albumID,songID,audio_Duration_ms,set_subset,set_split
43919,43919,I'll Do My Crying Tomorrow,The Tokens,3.0,2013,13475.0,Pop,Blues,1GAJzApRTMmYZ9EjQ91VOy,16JDcaCGVQp1BqOWgtHhNb,SOMEFCR12A58A7E5F2,143533,small,train
43921,43921,No puedo evitar - Pensar en ti,Duncan Dhu,13.0,2014,260443.0,OTHER,Rock,2MLHBMApNE5h8wIufiTPs7,2SSdblgmnqndjtA3Hvp9hW,SOMEFTJ12A6D4F8CAC,203547,small,train
43927,43927,How Many Times,Jordan Hill,11.0,1996,,,,0OOhKEKPDRy8UrlykRWG2i,34GdH6pGKhxP1jQw01R6ot,SOMEGRE12AB0189A89,269133,small,train
43931,43931,After Ararat,Nostalgia 77,5.0,2005,19058.0,Jazz,Jazz,3U5oimD8ITVHMJQoxypQPN,5T1ADA1yLiV5McFpKpzhSe,SOMEHNF12AB01877C0,291880,small,train
43936,43936,Three Stars,Ultra Vivid Scene,6.0,1990,3495.0,Indie,Pop,3tW6ylfdDCxcBHqZJjVwrH,5YuwWMBaQTMYFo39XwmEbx,SOMEIRV12A6D4F6757,201133,small,test
43952,43952,Mr. Catastrophe,Sunshine,2.0,2009,1775.0,Rock,,0zGQRzNwUYrf3m5dinPvpo,0qD69GbHBKP2sR0Rf8DJIj,SOMELMP12AAF3B3198,256973,small,test
43954,43954,Lunasa,Karen Elson,14.0,2010,,,,0XKPHX4BZDrtSEr3Pd1Q4k,5VyPKrrpiLVwcvBAtQnbm2,SOMEMLC12AB018AAE4,235253,small,train
43971,43971,It's All In The Drums,Spray,0.0,2007,875.0,Pop,,0lF1G9Lj5OsNKzBXmZWdcd,0gNH3AUJJ2mYjquu4YHumK,SOMESLB12AB018363B,209040,small,test
43973,43973,Deliver Me,De/Vision,14.0,1998,20534.0,Punk,Electronic/Dance,1bN9idF4rgIhaaKFpwgzoQ,2FmdaL9lO8gy4oxQzYNp26,SOMESTN12A8AE48E8A,206160,small,train
43978,43978,Winners Takes Nothing,Camouflage,16.0,1988,32530.0,Electronic/Dance,Pop,2YTbBGa3Tf2rRPhiJxWoUN,0WLoRRnniJBLPBjkqw3rfM,SOMEUKM12AB017D9ED,360255,small,train
43985,43985,Life Goes On & On,9 Lazy 9,15.0,1994,9474.0,Jazz,Electronic/Dance,3rQwLE64J8IhEMWnZm8ZmH,7o5ZZr07ZAPzCegrhWDVu9,SOMEXVG12AB0183DEF,292467,small,train
43996,43996,Tungarara,Ska Cubano,11.0,2005,18342.0,Latin,OTHER,6lmoqMxughzdlxvQTsUXjF,6dGWSlqez8ptLOJBCt1ymW,SOMFCKL12A6701F5DA,230507,small,train
43998,43998,Set It Off,Audioslave,19.0,2002,1887242.0,Metal,Rock,2ziB7fzrXBoh1HUPS6sVFn,7ysDeat0kDelEE7M6MUwXZ,SOMFCXC12A8C13404A,263200,small,train
43999,43999,Pour Yourself A Drink - Basement Demo,The Academy Is...,9.0,2006,118243.0,Rock,Pop,3jwm6OBdUY5xzFiFIPhMHu,3PF8QkmfCElcOf5za3wqlO,SOMFDBA12A8C13BDFD,88907,small,train
44000,44000,Revolution Year Zero,Poster Children,2.0,1995,1602.0,Pop,,3yhc2Jz6eRcmlUjQtbXNk8,3qXncyXM3RPltrP3BugAeW,SOMFDTA12AB0181E7F,186707,small,train
44001,44001,A Well Deserved Break,Morcheeba,6.0,2000,376652.0,Jazz,Hip-hop,6bWxFw65IEJzBYjx3SxUXd,2PXsLg1vK1kT6Qggj9hzhw,SOMFDZY12A6D4F8191,132880,small,train
44007,44007,Burning Bones,Krokus,11.0,1981,95461.0,Rock,Rock,4YveAIZNQZBiWbt7iWsvCa,5CK8mbL1Yr6iWRfrsMTHeW,SOMFGLC12A8C139CA5,217507,small,train
44015,44015,Imperial Death March,The Haunted,11.0,2008,61215.0,Rock,Metal,2WLmgv66Uq4vt2i36vwkAq,6UgTWjC9CIU8CZsv3vkLQv,SOMFJQT12A8C143F5E,167720,small,train
44018,44018,Eleanor,The Violet Burning,3.0,2006,2165.0,Punk,Rock,3hOydetQYGHP2Meyw90QHV,02G9ROlxDZzL8oDPWVRMcB,SOMFKSX12A8C135F08,222333,small,test
44019,44019,Marine,Diam's,20.0,2004,167929.0,OTHER,Hip-hop,6379rD5bSEwInazkKhZ9DM,6xBbT1KRzYRR0oARnzCXKR,SOMFKUM12A8C13897E,304067,small,train
44028,44028,Rock N' A Hard Place,Ambrosia,18.0,1980,98925.0,OTHER,Rock,0J2Ej2rMQyqaUX3G6MUISw,4WsQBaO2DLvDZ5VRmsXbUH,SOMFNUS12A58A810B4,240933,small,train
44032,44032,Party Right Here,Albert Cummings,9.0,2015,18768.0,Blues,Rock,1YYXyn4etM5oe9RnJe3Mvg,2ctQ3xLrWJS3k0DSP6VZTI,SOMFPLC12A6D4FD25B,193627,small,train
44037,44037,Glorious Glory,Noah Georgeson,1.0,2006,849.0,Folk&Accoustic,Metal,560GMyzlOxLgjvQdFjaHh8,3mTtyU2A7EidNBZ8BQdjnt,SOMFQHR12A58A7C5E5,187067,small,train
44045,44045,Oblivion,Terrorvision,3.0,2000,12233.0,Pop,,3jNwnthjUjHYvjyvRGfWuQ,4Yfj0Kfrh40z0v3FU36w1m,SOMFTOF12A6310F362,183570,small,train
44046,44046,La preuve par 3,Saian Supa Crew,35.0,1999,56475.0,Hip-hop,Reggae,6XaUaXu0cGAFK1AlQkl1b6,3mGbYjpwZAseVYLmQakxcL,SOMFTOP12A6D4F732E,293493,small,test
44049,44049,Ride for Glory,Dragonland,13.0,2001,33929.0,Metal,Metal,5qwH9gKvchSfuv8V6pBU71,3QQdCAyu1KcRrRIqBFQicX,SOMFUDB12A58A79961,253640,small,train
44050,44050,Can't Tell Me Shit,Tha Alkaholiks,16.0,1993,38598.0,Hip-hop,Hip-hop,2FiRV4AeJUGaW98BhDIAKI,2VaHUGtRCtdahXl3n9rGyX,SOMFUGI12A8C138601,243133,small,train
44051,44051,I Wish,Brinkman,0.0,2007,,,,2bsPLuBME8YXsYFUyZfF5Q,3eHmEaaaSTNPyYIFnhnlg1,SOMFUJW12A6D4F9E0C,184320,small,train
44058,44058,Liar's Edge (Remastered),Brainstorm,1.0,2007,6914.0,Metal,Metal,6IlOclSCHgJ9Aix6QEktkO,6eP07ELXDaUlez411UILFm,SOMFWEB12AB0184606,292173,small,train
44059,44059,I'd Much Rather Be With The Boys,Reigning Sound,11.0,2002,10525.0,Pop,Punk,1YRBRIN8d5Xa6vU1OKUc4t,5izSQw0GIpcrhwGeJjDjjn,SOMFWJU12A6D4F5C58,137880,small,test
44065,44065,Comin' Real Again,MC Breed,2.0,2006,44823.0,Hip-hop,,63727CmmJ8oWFh8eAHvDYq,28fqVOCafO4FCNb2ePtUHS,SOMFXQX12AB01864B3,226160,small,train
44066,44066,Mrs. McGrath,Bruce Springsteen,37.0,2006,1914993.0,Rock,Indie,3eqjTLE0HfPfh78zjh6TqT,2O3avtEIE8xX9F0zcIjIZI,SOMFXUU12AF72A7F28,259653,small,train
44070,44070,Got To Be The One,Eternal,3.0,2003,38080.0,Pop,Electronic/Dance,7zYGAXxAaq15C9eM29M8Fj,3ba1wv4egsxg342deJkSPG,SOMFZHY12A8C137241,218827,small,test
44072,44072,Que Alegria Mas Tonta,Pereza,46.0,2005,274287.0,OTHER,Pop,6mfK6Q2tzLMEchAr0e9Uzu,6TFvbSAqnlvjOSkuryxUKe,SOMGABM12A8C13E1A9,181680,small,train
44076,44076,Little Garçon,Born Ruffians,35.0,2008,60349.0,Indie,Pop,7wGrLSB3v7jkV3fSsjYwtv,5R8hBq1KDYyLo02GJcSAKs,SOMGBDV12A8C1333AE,249867,small,train
44078,44078,Arguru - Progression Remix,deadmau5,0.0,2008,2129278.0,Electronic/Dance,Electronic/Dance,2CIMQHirSU0MQqyYHq0eOx,0LbNMSrxFW6O5kzutaBgzn,SOMGBNY12A8C13BA88,387489,small,train
44081,44081,What Is Evil?,Esham,6.0,1993,2686.0,Hip-hop,Electronic/Dance,2eQPDhVoSa5aeWROa5wfxZ,3m0cOaqSxd3qhzPH3S4JVT,SOMGDNG12AB0188E9F,137400,small,train
44085,44085,Uabarrêba,Raimundos,17.0,2002,779036.0,Punk,Reggae,3CfJckVRuukdJSvK3r89yJ,7mnPjvMehaPWKiN9v5BzOB,SOMGEVN12A8AE4599E,152893,small,train
44098,44098,Think,Judy Mowatt,8.0,2005,8897.0,Rock,Reggae,22UW0iI6edH6oE38DRBcsQ,2pl6048JAtXxDabffpisSR,SOMGIJE12A8C138000,204267,small,train
44105,44105,All The Brave Cowards,Strawberry Slaughterhouse,0.0,1994,,,,7nfmUx4mCjbaaq68WbeTsR,4YyEIycjwHJuhkmmkhwnfN,SOMGJXO12A8C137529,245360,small,train
44106,44106,Van Buren,Shrimp Boat,0.0,1991,,,,21iT3JU4ACD1CSBhKxsekL,70wjOwuyGyINYqVljZDj08,SOMGKBR12AB0187650,191507,small,train
44120,44120,Silver Screw,Portastatic,0.0,1994,2577.0,Pop,OTHER,5YFFss1uTFY0gfMMR1f9FD,27XxPSp8CRHsPM8vt4lGY5,SOMGNMZ12A8C142770,254573,small,test
44133,44133,The Hangar,Eat Static,2.0,1997,11832.0,Electronic/Dance,Electronic/Dance,5NzgIP3Nss2uao20MDXavK,4Bj7lHcLFcCjU3wdoHT4ed,SOMGSJL12A8C145DEF,846079,small,test
44139,44139,El Camino Entero,Andrés Calamaro,8.0,2000,971482.0,Rock,OTHER,3tAICgiSR5PfYY4B8qsoAU,4RIaQpC5NYL7PwOcdKN8ij,SOMGTSH12A6D4F849D,169146,small,train
44140,44140,Towards Earth,Immolation,9.0,1996,36848.0,Metal,Metal,3rt16vhD1OuULlsyxUUWIt,6tMKH6ambdK5dZEa8dbB8v,SOMGUKY12AB0180E4F,287840,small,train
44143,44143,Truly Emotional,Euge Groove,13.0,2000,33059.0,Jazz,,05UwRaoOjJPuGzCtawrORF,2r10VaddyCNK8eXQOmSNHG,SOMGVBB12AB018E7BC,296067,small,train
44144,44144,Forgotten Land,Mungo Jerry,2.0,1998,30290.0,Blues,Pop,2mbvqMGpwLsakeH45p1Jrb,3NpUL7mQNN6iNemn6mONju,SOMGVCF12A8C144C2D,199227,small,train
44151,44151,Dinamita,Nueva Vulcano,3.0,2004,3933.0,Indie,Pop,07KQg01nfkJUG5zgSKuJYK,2bbf6RQnLWlH8mf6AmIJ3u,SOMGXFE12AB0182E98,204120,small,train
44157,44157,Breakin',Milk Inc.,3.0,2006,38352.0,Electronic/Dance,Electronic/Dance,2sgikskblKZFbDpsYO9anB,5OTrf9Dnqv6DxwDUJ3Cweg,SOMGYNM12A6D4F9B9B,206960,small,test
44159,44159,Je N'Attends Plus Personne,Françoise Hardy,3.0,2016,131009.0,Electronic/Dance,OTHER,7x3f7c0fBanNlQwpx1255g,6SGps2qVXJ7okkvbRbJlKl,SOMGZPU12A8C139FF5,183236,small,train
44162,44162,Steppe,René Aubry,21.0,2010,44294.0,Electronic/Dance,Electronic/Dance,1dyZDfHcTtUJjx0DFBcOvc,1Yo122ugA7f0ic07WwUWM9,SOMHAED12A8C1403EF,259333,small,train
44163,44163,On Fire,Painkiller,0.0,2007,,,,4WQ48TveTdBILkxxmYyd4a,0aLF3vaN05XEYCfFYV1yZt,SOMHAEL12A8C1444DB,429653,small,train
44164,44164,Unaware,Franklin Delano,0.0,2006,,,,6qZWFAgvqU7It342Cnx8Yg,2PFyGnHJzA1pdDSDZJJWiV,SOMHAGJ12AB0188743,243991,small,train
44165,44165,What I Need,Sarah,12.0,2005,,,,33Gx2JOUU4jrmRhjxwaOxb,5uDE90KLWavZPTXJ5skm79,SOMHAII12A6D4FA33B,201467,small,train
44166,44166,Until I Return,Andrew Vasquez,2.0,1997,842.0,Classical,,1RI0qwvjL6cC1dIPxrrjwP,0t6WoILg04mDa1rIlV618l,SOMHAQE12AAF3B28C9,438200,small,train
44167,44167,Threatened,The Stranglers,16.0,1978,202214.0,Rock,Pop,0RUEHcBiENFEqxgicqS2ig,5PfI1x0Rub41UUeLEksUCU,SOMHARZ12A6311081F,214867,small,train
44168,44168,Habrá que olvidar,Skizoo,19.0,2005,13198.0,Metal,,33vLQpNrkogXxdKsMRINBa,59Vx85TsADSF2fxME9QTg6,SOMHBKI12A8C13C4DB,184040,small,train
44169,44169,I Hope I See You In Heaven - Bonus Track,Larry Norman,7.0,1973,9134.0,Metal,Rock,0klkYTAeGHgItyB4R9YYjU,2Gn2maJ4v2s62QXxPGflkU,SOMHBNL12AAF3B36FD,352533,small,train
44177,44177,Balsamic and Anathema,Cradle Of Filth,13.0,2008,218943.0,Metal,Metal,0NTSMFFapnyZfvmCwzcYPd,0xJ16GEk2JX4Hju7stTJ6z,SOMHFAZ12AB018078E,365427,small,train
44178,44178,Doctora Corazón,Aterciopelados,0.0,1998,312587.0,Rock,Latin,3MqjsWDLhq8SyY6N3PE8yW,70NqddVFIuxkggFK1bGi41,SOMHFCN12AB0180200,271880,small,train
44181,44181,Una cancion me trajo hasta aqui,Jorge Drexler,39.0,2010,377677.0,OTHER,Latin,4ssUf5gLb1GBLxi1BhPrVt,2y9mUXC1v4zM2NqDwtwy4b,SOMHFIS12AB0189EEC,203800,small,train
44182,44182,Modern Love - Live,Matchbox Twenty,30.0,2007,1089274.0,Rock,Pop,3Ngh2zDBRPEriyxQDAMKd1,4MSCZtaEE6o1EyrhJXVVf7,SOMHFQB12A81C22FB2,231480,small,train
44184,44184,Longing,Bill Carter,3.0,1999,,,,15rfpJi1ou0KGRy3wxztkv,0CAZIodYtmjMmwEU7P6XIL,SOMHFZA12AB0188026,222560,small,test
44194,44194,Everybody's Stalking,Badly Drawn Boy,30.0,2000,63396.0,Pop,Pop,244fcyNSuyhbRlMGfMbYrO,7qdi1B4jqHEA5NvV34haRP,SOMHJRJ12A8C130EDC,219627,small,train
44198,44198,Free,Juniper,0.0,2011,410.0,Rock,,6gXxUckROtxJeMb1Djj0aw,5OBJbwnB8lRAbwWC18HU2W,SOMHKZR12AB017C762,188167,small,train
44202,44202,Det är kvinnan bakom allt,Ernst Rolf,4.0,2007,578.0,Pop,,7ABFEDbuzeJHelRRo1xDAI,66BF92LpkdUpgOfbY2t4SG,SOMHMLC12A8C13A036,183680,small,test
44204,44204,Silver Homeless Man,The Mint Chicks,3.0,2005,4507.0,Rock,Indie,5ZBHHLHlb8otaBAjLF98hl,0vGXR0hQbugTtTpNPKY7o4,SOMHNTZ12A8C13BECC,182973,small,train
44213,44213,Talkin',Zeros,0.0,1999,,,,39KwCUfxTyIasDijrgwhRn,25VoAGoxWRp7rgjibNRFfJ,SOMHRWP12AB0184C60,163253,small,test
44214,44214,Over,Data,0.0,1995,,,,7pmXYyqCzBktw3DkkiIyHP,0PHVTIPEDXzZMwFlTK5Ltv,SOMHSAO12A8C136679,179893,small,train
44215,44215,Tunewanewa `Oe Te He`u Mai,Keali'i Reichel,7.0,1995,14435.0,Folk&Accoustic,Reggae,5QieUEtijtUF3ABBp5JVYP,15YGyXW7H5ld2WPDN5BC6S,SOMHSHR12A8C1308D9,169067,small,train
44218,44218,Emmuré vivant,Nessbeal,3.0,2006,59145.0,Hip-hop,Electronic/Dance,6IYoNcihnYWgtCHRTLxk7H,0UNlmhqFkneRq04FUXs9DC,SOMHTBW12A6D4F7C82,250520,small,train
44224,44224,Working All Day,Gentle Giant,18.0,1972,69513.0,Rock,Rock,1hrQ50kU6hMQBVLatqUqnO,4wJZXbfVqi4q4NntTUEz9o,SOMHVBW12A8C132CF2,310653,small,train
44225,44225,From a Vauxhall to a Velox - Live at I Beam – San Francisco 3 June 1985,Billy Bragg,2.0,2006,80215.0,Country,Rock,5yXAFDZNUNyO92l5WTImkO,2spn5Jh66R3Z8HKLd30pRf,SOMHVFN12A8C140525,150720,small,train
44235,44235,Pomona,Radar Brothers,0.0,2008,1003.0,OTHER,,4MB4RJ1LO8j2aWmUZyUV1u,6S6Y8IZcSwovyCP21wqioa,SOMIAKO12A8C136DC0,237707,small,train
44239,44239,Talkin' Goin' to Alaska Blues,Shawn Mullins,2.0,2012,22344.0,Pop,,4TROLx8HvrnfGGNo2ngL2N,4hfc6HPyUgo3AwevUahukM,SOMIAYF12AB01821DD,229987,small,test
44241,44241,She Come in Pieces,Mclusky,6.0,2004,13918.0,Electronic/Dance,Rock,3xA9AB0f4BVjsSlyQc12iE,5xKkviIX7p8WhSFpqUl6o6,SOMIBMX12A8C132AE6,112307,small,train
44254,44254,Good Kisser,Hunx & His Punx,11.0,2010,16709.0,Indie,Pop,5xTWck1vHVlTTI0jTQzUuF,2QfQUiWfKT6I1yrgn1l4uU,SOMIENN12AB0187BD1,119453,small,train
44256,44256,Aqua Man (feat. Infusion),Junkie XL,7.0,2003,48084.0,Hip-hop,Electronic/Dance,5svDnd8joFhbpbA3Ar0CfN,6qFCDBS4VDM3ofUbQFNAXy,SOMIFJF12A8C13B406,179973,small,test
44259,44259,Sunday Sunday - 2012 Remastered Version,Blur,24.0,1993,1258183.0,Rock,Pop,7MhMgCo0Bl0Kukl93PZbYS,2gu1tAkUSoe5zTJNM0qU3g,SOMIGII12A58A7BEF6,158360,small,train
44260,44260,Northwind,Sivert Høyem,14.0,2005,40795.0,Indie,Pop,2xMBy2SwN1OMgSSCKmX3IG,4cQy6qdtfsvrsjtHjW1OkB,SOMIGLZ12A8C136B6E,307280,small,train
44268,44268,"Collapsing (feat. Bjorn ""Speed"" Strid)",Demon Hunter,7.0,2010,138846.0,Metal,Rock,6f3a43i1MJZwdjEpV1M0oH,3bqeYObddBPufn36rExDjd,SOMIJTA12A58A7C145,218800,small,test
44272,44272,Un Millón De Euros,El Arrebato,16.0,2005,248192.0,Pop,Pop,2dJyJptNE5bMmbN6z08iNJ,1UBaiEOPa10fiCwuashQ03,SOMIMFZ12A6D4F62C9,202760,small,test
44276,44276,I Won't Get Under You,Hunx & His Punx,8.0,2010,16709.0,Indie,Pop,5xTWck1vHVlTTI0jTQzUuF,2QfQUiWfKT6I1yrgn1l4uU,SOMINBC12AB0187BDB,119987,small,train
44279,44279,Beauty Is The Beast,The Ark,18.0,2002,40569.0,Rock,Pop,73ib5ljBj2xAIR7R3hTwF4,2853c5Z7BEfJCaFltIQ0C7,SOMINTB12A81C1F7A9,217480,small,train
44281,44281,Clean of You,Envy On The Coast,1.0,2010,18406.0,Pop,Rock,6RvruFAgvsAb4B82u8wsSH,157pFiDruPrh4AoQiID5kZ,SOMIOQI12AC3DF9F85,569493,small,train
44286,44286,Sin Equipaje,M-Clan,21.0,2001,140919.0,OTHER,Rock,4oVqMVHC03xnYJ7fyb1dh6,4ek3tTygesccVT9WDCkgKj,SOMIRFF12A8C13DA54,252747,small,train
44290,44290,Come On Sally,Shanes,0.0,1964,2019.0,Country,,191kMgIjWIxnfZuehKsfBD,13uDxAwYGy94c7D8xzsJRa,SOMITBY12A8C13C913,136867,small,train
44291,44291,Been This Way Before,Zapp,7.0,1989,184786.0,Funk,Hip-hop,396Kh0m4wGUvcMUULw71yi,4SlFB2GYjGJQS9l1HZTn6V,SOMITPU12A6D4FADAD,240773,small,train
44296,44296,Endtime - Mnemonic Mix,Unter Null,1.0,2006,8235.0,Electronic/Dance,Electronic/Dance,3K9Q2qc3zuzHnSPzlvvRbf,76Wf99jVsNF4J2aMeeJEoI,SOMIUOL12AB017CF2D,273267,small,train
44297,44297,Alpha Centauri,Sciflyer,1.0,2003,511.0,Indie,,2PhMUWSqDzGej9RyLsz05H,7j7LgwCoGYjUeDTDLm0Gg4,SOMIUZY12AB0187843,152427,small,train
44308,44308,Circle Gets a Square,No More Kings,19.0,2009,,,,71ayJn19k4ENbNmOmKKgfi,00IhVDnrWJoaHuM8D8bRU1,SOMIXUG12A8C144DB3,187000,small,train
44316,44316,The American Way,The Crystal Method,22.0,2004,130145.0,Hip-hop,OTHER,5eKLa1xyHLq8ERWmT1CRHj,6gU8Xjs9Hfw33wxFXTBKd6,SOMJAFV12AB018B71E,267050,small,train
44318,44318,You Know What You Are,Ministry,27.0,1988,190286.0,Metal,Metal,1DXylZlWbVvlckNqwvjTEt,6TyCJQqyB8OZLhUEPCNgNT,SOMJBJM12AF72A38D7,285067,small,train
44320,44320,Spaghetti Junction,OutKast,13.0,2000,1014122.0,Hip-hop,Hip-hop,1G9G7WwrXka3Z1r7aIDjI7,3yEFq46JTpPQUhuRnkA8QK,SOMJBNE12A8C13AC24,237160,small,train
44323,44323,Morphin,Andre Crom,0.0,2007,,,,0Qz30d7mkqvt8G8NQa2Us8,321X8i6G8Y4GO52Psks6aP,SOMJCNZ12AB01883B8,391507,small,train
44331,44331,All Blues,Howard Roberts,0.0,1995,1876.0,Jazz,Pop,1E4UIKgZgGsuAZ4CFS0Cel,5qWxUHEyUIfjZiBkvMHPGW,SOMJFBX12AB017E513,758573,small,train
44334,44334,Alsatian Dog,Simon Bookish,0.0,2008,,,,5dp0aZHjiBpDHEZK501hx0,2syzm46xlrnS2Mo3dn8fZ2,SOMJGHJ12AB017C5AD,250107,small,train
44335,44335,Out of time,The Haunted,1.0,2009,,,,1w8a74Em15kdhV7UEC2Lj8,5h2ews2JnhNW8jDbeaqF5F,SOMJGHJ12AC4685FA8,220093,small,train
44336,44336,"Dentro y fuera ""Out and about"" - Remastered 2015",Los Angeles,0.0,1990,2860.0,Rock,OTHER,58rX3i2Zf0NwRgJdfdrpMK,1MFWnT8gQA4Dx5dVZtgqHD,SOMJHJR12A8C13CFDD,150373,small,test
44349,44349,Can't Hide It,Alton Miller,3.0,2015,,,,0MGh53azHRLHTJ1flx9KGs,5L3dBXbkwJR5kUiwsvcs4o,SOMJKTC12A8C139710,393622,small,train
44351,44351,Over Oceans,The Story,2.0,1992,1364.0,Folk&Accoustic,OTHER,5oTLzzQopoXTMKgIR5G2z3,5VJsUAtnBiyJANtM1stm8j,SOMJKYI12A58A7F09B,313240,small,train
44352,44352,"I Puritani (1988 - Remaster), Act I, Scena terza: A te, o cara, amor talora (Arturo/Elvira/Giorgio/Gualtiero/Coro)",Vincenzo Bellini,1.0,2009,22416.0,Classical,Classical,6AphpMkKDU4I3Z6XaGu1UV,0d3E4TiETBhmJQ58n2IAJq,SOMJLKX12A8C1355E6,391453,small,train
44357,44357,It's Not Impossible,Jeffrey Lewis,8.0,2009,19662.0,Folk&Accoustic,Folk&Accoustic,2Icsf5D1lAs2EFx6kggg5D,5q2pNcBQzczYiZ9FIDixjN,SOMJMYR12A58A7B35D,183800,small,train
44359,44359,Benny Riley,Canibus,1.0,2005,38944.0,Hip-hop,Hip-hop,2lQvoGjN6jJfsAkaywtgrB,3XB4QiOnk5B7YhAWdtE5Ns,SOMJNHF12A8C13C1E2,234867,small,test
44363,44363,Kool to Be Uncool,Speedometer,3.0,2009,12009.0,Jazz,Jazz,20ztaBo1Ap1UXnF0HpOX44,3OKNtUJgPYXGzlMSaM7Yv5,SOMJOBC12AB017F5BD,224827,small,test
44369,44369,La nuit est là,April March,6.0,2003,,,,0bbvrSsm0Dh4erBbE1dhHD,0O4Ye0zB4AUEyYZg2wO06n,SOMJQNX12A8C138896,232987,small,test
44373,44373,The Trouser Press - 2007 Remastered Version,The Bonzo Dog Band,0.0,2014,6240.0,OTHER,Rock,6Q7D1oEccgTc8MAYdMgtIx,3pdlmG6NEgwnryBfx1aaNW,SOMJQTL12A8C13A964,138587,small,train
44386,44386,I'm Too Heavy For The Light Brigade - 2004 Remastered Version,Charlie Drake,4.0,2004,1168.0,OTHER,,4wI66rq9yElydiZgNL8lHA,47QlvxKuYDTprR8jVQYuRU,SOMJTLW12A8C13C687,187427,small,train
44391,44391,The Player - Acapella,First Choice,0.0,2010,12440.0,Electronic/Dance,Soul,20v3nhzoeaO2WvDSCdY0f4,0VZs2Wo7RDWP2KaxZZWkEV,SOMJUOM12AB018413F,285893,small,train
44413,44413,And the Boys,Angus & Julia Stone,21.0,2010,797823.0,Pop,Indie,4tvKz56Tr39bkhcQUTO0Xr,6JmP2bgMPfoB6HY1uTJocm,SOMKDZU12AB0185690,251387,small,train
44426,44426,I Hate Rap,HardNox,0.0,2010,,,,6QU9RVFZtJYxEZgu4QHbyz,7AN8SxKIg8eFynnodVEwGc,SOMKGZW12AB0184F4F,228827,small,train
44432,44432,Se Mueven,Macaco,16.0,2004,288540.0,Latin,Pop,7mUBMaZW1MXGswaneb0JTT,5IfHopYtPJSO5VtjrHXmU6,SOMKJIV12A6D4F9594,204347,small,train
44434,44434,Can't Explain - 2006 Remastered Version,Love,2.0,2007,78234.0,Rock,Pop,3Q6OOkfssqoMSTtl11J5Uk,1bn17gKBKpACmXL7F7CiYW,SOMKJXN12A6D4FA475,160693,small,test
44436,44436,Cuddle Fuddle,Passion Pit,35.0,2008,926897.0,Electronic/Dance,Pop,7gjAu1qr5C2grXeQFFOGeh,6aTke6PQenfJ1Weqp1TKRH,SOMKKVT12AB0184CF1,272600,small,train
44437,44437,The Unshockable,Maximo Park,30.0,2007,140010.0,Pop,Electronic/Dance,048FBwXjFYBWxSggPDipic,6mDHmXgvy79alh2CwEmMxJ,SOMKLAC12A67AE16F9,196373,small,train
44441,44441,"Lonesome Bulldog IV - From ""Piouhgd""",Butthole Surfers,10.0,2007,118016.0,Rock,Rock,62BcWP4fzR8axESibNQEhs,3MeXId79eUEPRZortSIXt4,SOMKMSQ12A8C1396FA,41920,small,train
44444,44444,Get the Wheel,Greg Dulli,13.0,2005,,,,2dxi3wnJ9h9kNioaWyIpYd,70YSbdzhoTcnCBMdpKwmsx,SOMKNDA12A8C139C9D,113547,small,train
44445,44445,Highland Tyrant Attack,Absu,10.0,2008,14495.0,Metal,Metal,3eVkhnD2UKVjX5uiUsqfXP,5js3bdYEmMyrhHd0YkDxTU,SOMKOBK12AB017E3ED,298707,small,train
44447,44447,Minnibelle,Hans Theesink,2.0,2008,,,,6DDtQb0xZ9DLAGq0R6frpU,46esDiBT2k4UEYDXxB9Wew,SOMKOZW12AB017B0E1,172387,small,train
44454,44454,Fortuneteller,Deep Purple,9.0,1990,2118451.0,Rock,Rock,568ZhdwyaiCyOGJRtNYhWf,4Y9AB5Xy4WS3ifb5xJzUJb,SOMKQPV12AAF3B3E87,348667,small,train
44464,44464,Little White Lies,Jenniffer Kae,18.0,2008,,,,7s12cq7LvagVKZN1MWHHNw,2SNSRMlAQuJe8FBiedFZWL,SOMKSXM12A8AE47122,191240,small,test
44476,44476,A Flower in a Glove,Frog Eyes,10.0,2010,3660.0,Indie,,65iXZl2W8M8616GC3jfeeH,4kdjOpj8BtylxvGvTDeFLS,SOMKWBI12AB01857FF,548240,small,train
44477,44477,Roi Xordo,Luar Na Lubre,13.0,1997,28250.0,Folk&Accoustic,Folk&Accoustic,5JqaR50nAadSYO26G1x97a,1DJnYHcX2VSKR4Wx9t5O5C,SOMKWGO12A8C1398B6,143128,small,train
44478,44478,Here Comes The Fuzz,DJ Format,15.0,2003,16488.0,Hip-hop,Hip-hop,08b8bBBm9g4yIou2ESJmQN,6IUuxKDwFyzeEUvTbm0vVG,SOMKWJI12A6D4FAA7B,211520,small,test
44481,44481,John Prine,Low,10.0,2002,98666.0,Rock,Pop,0wz0jO9anccPzH04N7FLBH,54qUjQ9tOdQI4uMH2MpfWq,SOMKWWW12A8C13D0BC,474867,small,train
44484,44484,"7 Tunes Heard in China: No. 3, Little Cabbage",Bright Sheng,0.0,1999,398.0,Classical,Classical,1phIbMgOSrOvcDsx4yLqzf,6Qoqd3gusSDqPgqwYgNTKi,SOMKXNO12A8C13417E,120000,small,test
